date,rating,country,employee_status,position_level,function_area,recommender_bin,perspective_commerciale_bin,approbation_pdg_bin,employee_status_label,year
2022-03-26,4.0,Malaysia,0,Senior Associate,Other,,,,Former,2022
2022-05-12,1.0,Other,0,Associate,Audit–Assurance,,1,,Former,2022
2022-03-14,5.0,United States,1,Manager,Audit–Assurance,,0,1,Current,2022
2022-03-04,4.0,Nigeria,0,Senior Associate,Other,1,1,1,Former,2022
2022-03-28,5.0,India,1,,Other,,,,Current,2022
2022-03-28,4.0,Malaysia,1,Manager,Other,,,,Current,2022
2022-03-17,4.0,United States,1,Associate,Audit–Assurance,,,,Current,2022
2022-03-17,5.0,United States,1,,Other,,0,,Current,2022
2022-02-13,2.0,United Kingdom,0,Senior Associate,Other,,-1,1,Former,2022
2022-01-18,1.0,United States,0,Senior Associate,Other,,-1,-1,Former,2022
2022-03-18,4.0,United Kingdom,1,Senior Associate,Audit–Assurance,,,,Current,2022
2022-02-24,4.0,United States,1,Senior Manager,Support (HR/Ops/Finance),,,,Current,2022
2022-02-25,5.0,Indonesia,0,Intern,Other,,,,Former,2022
2021-08-28,4.0,United States,1,Associate,Other,,1,1,Current,2021
2022-03-07,3.0,Hong Kong,1,Senior Associate,Audit–Assurance,1,1,,Current,2022
2022-03-07,5.0,United States,1,Associate,Other,,,,Current,2022
2022-03-08,5.0,United States,1,,Tax,,,,Current,2022
2022-02-06,5.0,United States,1,Senior Associate,Audit–Assurance,1,1,1,Current,2022
2022-03-10,4.0,Italy,1,Associate,Other,1,-1,1,Current,2022
2022-03-23,4.0,Malaysia,1,Intern,Audit–Assurance,,,,Current,2022
2022-02-28,3.0,India,1,Associate,Other,,,,Current,2022
2022-03-01,4.0,United States,1,Associate,Audit–Assurance,,,,Current,2022
2022-03-12,5.0,United Kingdom,1,Senior Associate,Other,,1,1,Current,2022
2022-03-12,4.0,Saudi Arabia,1,Senior Associate,Audit–Assurance,,,,Current,2022
2022-03-24,4.0,United States,1,Senior Associate,Tax,,,,Current,2022
2021-11-30,3.0,United States,0,Senior Associate,Deals–Transactions,,,,Former,2021
2022-01-15,4.0,Malaysia,1,Associate,Tax,,,,Current,2022
2022-03-03,4.0,United States,1,,Other,,,,Current,2022
2022-02-11,5.0,Germany,1,Senior Associate,Other,,,,Current,2022
2022-02-22,5.0,United States,1,Senior Associate,Support (HR/Ops/Finance),1,,,Current,2022
2022-03-15,4.0,Taiwan,0,Manager,Other,,0,0,Former,2022
2022-03-15,4.0,Hong Kong,1,Senior Associate,Other,,,,Current,2022
2022-03-29,2.0,Hong Kong,0,,Tech–IT–Data,,,,Former,2022
2022-01-19,3.0,Chile,0,,Other,,,,Former,2022
2022-03-19,4.0,United States,0,Associate,Tax,,,,Former,2022
2022-02-25,4.0,India,1,Senior Associate,Other,,1,1,Current,2022
2022-03-09,3.0,Malaysia,0,Associate,Other,-1,-1,-1,Former,2022
2022-03-09,3.0,India,0,Associate,Other,-1,1,1,Former,2022
2022-03-22,5.0,Ukraine,0,,Risk,,1,,Former,2022
2022-03-22,5.0,United States,1,Associate,Consulting–Advisory,1,1,1,Current,2022
2022-03-22,4.0,Ghana,0,Associate,Audit–Assurance,1,1,1,Former,2022
2022-02-27,4.0,United Arab Emirates,0,Intern,Other,,,,Former,2022
2022-02-18,5.0,India,0,,Other,,1,1,Former,2022
2021-12-21,5.0,Malaysia,0,Associate,Other,,1,0,Former,2021
2022-03-26,5.0,Malaysia,1,,Other,,,,Current,2022
2022-03-26,5.0,Hong Kong,1,,Other,,,,Current,2022
2022-03-26,4.0,United Kingdom,0,,Other,,,,Former,2022
2022-02-21,5.0,Sweden,1,Associate,Other,1,1,,Current,2022
2022-03-14,2.0,India,1,Associate,Other,,-1,,Current,2022
2022-03-15,4.0,Jordan,0,Intern,Tech–IT–Data,,,,Former,2022
2022-03-03,5.0,United States,1,Associate,Audit–Assurance,1,1,1,Current,2022
2022-02-22,3.0,Nigeria,0,,Other,,0,0,Former,2022
2022-03-17,4.0,United States,1,Senior Associate,Other,1,1,1,Current,2022
2022-03-17,5.0,Thailand,1,Associate,Other,,,,Current,2022
2022-03-05,5.0,Russia,0,Senior Manager,Other,,,,Former,2022
2022-03-06,4.0,United Arab Emirates,1,Associate,Other,,,,Current,2022
2022-03-18,5.0,United States,1,Senior Manager,Other,1,1,1,Current,2022
2022-02-15,2.0,United States,0,Associate,Other,,,,Former,2022
2022-03-21,4.0,United Kingdom,1,Senior Manager,Other,,,1,Current,2022
2022-03-21,3.0,Japan,1,Associate,Other,,,,Current,2022
2022-03-21,3.0,United Kingdom,1,Associate,Consulting–Advisory,,,,Current,2022
2022-02-07,5.0,India,1,Associate,Other,,,,Current,2022
2022-02-26,5.0,United States,1,Associate,Risk,,,,Current,2022
2022-03-23,3.0,Mauritius,1,Senior Associate,Other,-1,-1,0,Current,2022
2022-03-23,4.0,United States,0,Manager,Audit–Assurance,,,,Former,2022
2022-03-24,5.0,United Kingdom,1,Manager,Audit–Assurance,,,,Current,2022
2022-03-24,3.0,Australia,1,Intern,Audit–Assurance,,,,Current,2022
2022-03-24,4.0,United Kingdom,1,Manager,Audit–Assurance,,,,Current,2022
2022-03-14,5.0,United States,1,Associate,Other,,,,Current,2022
2022-02-11,4.0,Denmark,1,,Other,1,1,0,Current,2022
2021-11-11,2.0,India,0,Associate,Other,,,,Former,2021
2022-03-16,3.0,Malaysia,1,Associate,Other,,,,Current,2022
2022-03-16,3.0,India,0,Senior Associate,Other,-1,-1,-1,Former,2022
2022-03-16,5.0,India,0,Intern,Support (HR/Ops/Finance),1,1,,Former,2022
2022-03-29,3.0,United Kingdom,1,Associate,Other,,,,Current,2022
2022-03-18,5.0,Singapore,1,Associate,Other,1,1,1,Current,2022
2022-03-18,3.0,United Kingdom,1,Senior Associate,Support (HR/Ops/Finance),,,,Current,2022
2022-03-30,2.0,Singapore,1,Associate,Audit–Assurance,,,0,Current,2022
2022-03-19,3.0,Qatar,0,Associate,Other,,,,Former,2022
2022-02-25,3.0,Japan,1,,Other,,,,Current,2022
2022-03-09,4.0,United Kingdom,1,Associate,Other,,,,Current,2022
2022-05-24,1.0,United Kingdom,1,Senior Associate,Other,,,,Current,2022
2022-03-21,5.0,India,1,Associate,Other,,,,Current,2022
2022-03-22,3.0,Other,1,,Consulting–Advisory,,,,Current,2022
2022-02-27,4.0,United States,1,Senior Associate,Tax,,,,Current,2022
2022-03-23,3.0,Other,1,Associate,Audit–Assurance,1,0,0,Current,2022
2022-03-24,5.0,United Kingdom,1,Manager,Deals–Transactions,,,,Current,2022
2022-03-24,4.0,United States,1,Intern,Other,,,,Current,2022
2021-07-21,3.0,United States,1,,Tech–IT–Data,1,1,1,Current,2021
2022-02-21,5.0,Malaysia,0,Intern,Audit–Assurance,,,,Former,2022
2022-03-06,5.0,Kazakhstan,0,,Other,,,,Former,2022
2021-12-03,1.0,Luxembourg,0,Manager,Other,-1,,,Former,2021
2021-10-31,3.0,Colombia,1,Associate,Other,1,0,0,Current,2021
2022-03-19,4.0,United Kingdom,1,Manager,Other,,,,Current,2022
2022-03-08,4.0,Australia,1,Senior Associate,Other,,1,1,Current,2022
2022-03-08,5.0,Jordan,1,,Tech–IT–Data,,,,Current,2022
2022-02-15,4.0,Luxembourg,1,Associate,Tax,,,,Current,2022
2022-03-20,4.0,United States,1,Director,Other,,,,Current,2022
2022-03-20,4.0,India,1,Manager,Risk,,,,Current,2022
2022-03-09,4.0,United States,0,Associate,Other,1,1,1,Former,2022
2022-03-09,4.0,Malaysia,0,Intern,Other,1,1,0,Former,2022
2022-03-10,4.0,United Arab Emirates,0,Manager,Other,1,,,Former,2022
2022-03-10,4.0,Ireland,1,Manager,Other,,,,Current,2022
2021-12-28,4.0,India,0,Senior Associate,Support (HR/Ops/Finance),1,1,1,Former,2021
2022-03-23,5.0,United Kingdom,1,,Tech–IT–Data,,1,1,Current,2022
2022-01-22,4.0,United Kingdom,1,Senior Associate,Audit–Assurance,1,1,1,Current,2022
2022-02-28,4.0,Singapore,1,Associate,Risk,,,,Current,2022
2022-01-31,5.0,Indonesia,1,,Other,,,,Current,2022
2022-01-06,3.0,United Kingdom,0,Manager,Other,1,0,0,Former,2022
2022-03-13,4.0,United States,0,Intern,Other,,,,Former,2022
2022-03-13,4.0,United States,1,,Other,,1,0,Current,2022
2022-03-26,3.0,Hong Kong,1,Intern,Other,,,,Current,2022
2022-03-05,4.0,Indonesia,1,Senior Associate,Audit–Assurance,,,,Current,2022
2022-02-13,5.0,Saudi Arabia,1,,Other,1,1,1,Current,2022
2022-01-26,4.0,Australia,1,Senior Associate,Other,,,,Current,2022
2022-03-18,4.0,Portugal,0,Intern,Other,,,,Former,2022
2022-02-25,4.0,Australia,1,Associate,Support (HR/Ops/Finance),,,,Current,2022
2022-03-22,3.0,India,0,Associate,Other,,,,Former,2022
2022-02-08,4.0,United States,1,Manager,Tax,,1,0,Current,2022
2022-02-28,5.0,Indonesia,1,,Other,,,,Current,2022
2022-03-24,4.0,India,1,Senior Associate,Other,,,,Current,2022
2022-03-24,2.0,Australia,1,,Tech–IT–Data,,,,Current,2022
2022-03-13,5.0,Turkey,1,Intern,Other,,1,1,Current,2022
2022-03-01,3.0,United States,1,Director,Other,-1,1,0,Current,2022
2022-02-09,4.0,Vietnam,1,Senior Associate,Other,1,1,1,Current,2022
2022-03-15,4.0,United States,1,Associate,Other,,,,Current,2022
2022-03-15,4.0,United Kingdom,1,Intern,Other,,,,Current,2022
2021-11-04,5.0,United States,1,,Other,1,1,,Current,2021
2021-09-30,5.0,United Kingdom,1,Senior Associate,Other,,1,1,Current,2021
2022-03-16,4.0,United Kingdom,1,Director,Other,,,,Current,2022
2022-03-17,4.0,United States,1,Associate,Tax,,,,Current,2022
2022-03-17,5.0,United Kingdom,1,Associate,Other,1,1,,Current,2022
2022-02-14,5.0,United States,1,Senior Associate,Tax,,,,Current,2022
2022-03-19,4.0,Russia,0,Senior Associate,Other,,1,1,Former,2022
2021-10-25,4.0,United States,0,Intern,Other,,1,,Former,2021
2022-01-20,3.0,Japan,1,Associate,Support (HR/Ops/Finance),,,,Current,2022
2022-03-20,3.0,United States,0,Senior Associate,Tax,,,,Former,2022
2022-03-21,2.0,India,1,Senior Associate,Other,,-1,1,Current,2022
2022-03-21,5.0,United States,1,Associate,Audit–Assurance,,,,Current,2022
2022-03-10,4.0,Hong Kong,1,Intern,Other,,,,Current,2022
2022-03-10,5.0,Other,0,,Other,,,,Former,2022
2022-02-17,3.0,United Kingdom,1,Manager,Other,1,-1,,Current,2022
2022-05-30,1.0,Singapore,1,,Other,,,,Current,2022
2022-03-11,4.0,Philippines,0,Senior Associate,Other,,,,Former,2022
2022-03-12,4.0,Poland,1,,Other,1,,0,Current,2022
2022-01-30,5.0,United States,1,Senior Associate,Other,,1,,Current,2022
2022-03-24,4.0,Australia,1,Associate,Other,,,,Current,2022
2022-03-03,5.0,South Africa,1,,Other,,,,Current,2022
2022-02-21,4.0,United States,0,Intern,Audit–Assurance,,,,Former,2022
2022-02-21,5.0,Netherlands,1,Associate,Tax,,,,Current,2022
2022-03-15,5.0,United States,1,Associate,Other,,,,Current,2022
2022-03-15,5.0,Sweden,1,Senior Manager,Other,1,1,,Current,2022
2022-03-15,5.0,Australia,1,Manager,Other,1,1,0,Current,2022
2022-03-16,4.0,United Kingdom,1,,Audit–Assurance,1,,1,Current,2022
2021-12-08,3.0,United States,0,Senior Associate,Other,1,1,1,Former,2021
2022-03-04,4.0,United States,1,Manager,Other,,1,1,Current,2022
2022-02-04,4.0,South Africa,0,Senior Manager,Other,1,1,1,Former,2022
2022-03-17,4.0,Hong Kong,1,Associate,Other,1,1,0,Current,2022
2022-02-24,5.0,Indonesia,1,Intern,Audit–Assurance,,1,1,Current,2022
2022-03-06,4.0,Malaysia,1,Associate,Other,1,1,0,Current,2022
2022-02-14,4.0,New Zealand,0,Associate,Deals–Transactions,1,1,,Former,2022
2022-02-14,5.0,Nigeria,0,Intern,Consulting–Advisory,1,1,1,Former,2022
2022-03-19,3.0,United States,1,Associate,Tax,,1,0,Current,2022
2022-03-20,4.0,India,1,Associate,Other,,1,1,Current,2022
2022-03-20,3.0,Singapore,1,Associate,Audit–Assurance,,1,-1,Current,2022
2022-03-20,5.0,United States,1,Associate,Tax,,,,Current,2022
2022-03-08,4.0,Indonesia,1,Associate,Audit–Assurance,,,,Current,2022
2021-10-07,1.0,Australia,0,Senior Associate,Other,-1,-1,-1,Former,2021
2022-02-16,4.0,Brazil,1,Associate,Tax,,1,1,Current,2022
2022-02-17,2.0,India,1,Senior Associate,Other,,-1,1,Current,2022
2022-03-22,3.0,India,1,Associate,Other,,,,Current,2022
2022-02-27,4.0,Australia,1,Associate,Audit–Assurance,,,,Current,2022
2022-02-28,5.0,India,1,Associate,Other,1,1,,Current,2022
2022-02-28,3.0,Spain,1,Associate,Other,,,,Current,2022
2022-03-10,5.0,China,0,Senior Manager,Other,,,1,Former,2022
2022-01-13,4.0,Pakistan,0,,Support (HR/Ops/Finance),,1,0,Former,2022
2022-03-12,5.0,Canada,0,Intern,Risk,1,0,0,Former,2022
2022-03-12,3.0,Taiwan,0,Senior Associate,Audit–Assurance,,,,Former,2022
2022-03-14,4.0,Australia,1,,Other,,,,Current,2022
2022-03-14,4.0,United States,0,,Audit–Assurance,,,,Former,2022
2022-03-04,5.0,Indonesia,1,Manager,Audit–Assurance,,,,Current,2022
2022-03-16,5.0,United States,1,Senior Associate,Audit–Assurance,,,,Current,2022
2022-03-17,3.0,Israel,1,,Other,,-1,,Current,2022
2022-03-19,5.0,India,1,Senior Associate,Audit–Assurance,,,,Current,2022
2022-03-07,4.0,United States,1,Manager,Tax,,,,Current,2022
2022-03-08,4.0,India,0,Senior Associate,Other,,,,Former,2022
2022-02-15,4.0,United Kingdom,1,Manager,Tax,,,,Current,2022
2022-03-09,5.0,United States,1,Director,Support (HR/Ops/Finance),,1,1,Current,2022
2022-03-10,5.0,Zambia,1,Senior Associate,Other,,,,Current,2022
2022-03-10,4.0,United States,1,Associate,Other,,,,Current,2022
2022-02-08,4.0,Brazil,0,Associate,Audit–Assurance,1,1,0,Former,2022
2022-03-12,4.0,United States,1,,Other,1,1,1,Current,2022
2021-11-15,3.0,United States,1,Manager,Audit–Assurance,-1,0,0,Current,2021
2021-12-07,3.0,Philippines,0,Intern,Audit–Assurance,1,,,Former,2021
2022-03-24,3.0,United States,0,Associate,Other,,,,Former,2022
2022-02-20,4.0,United Kingdom,1,,Other,,1,1,Current,2022
2022-03-13,3.0,Poland,1,Associate,Other,,,,Current,2022
2022-03-03,3.0,United States,1,Manager,Tech–IT–Data,,,,Current,2022
2022-03-03,4.0,Singapore,1,Senior Associate,Other,,,,Current,2022
2022-02-21,4.0,United Kingdom,1,Associate,Other,1,1,1,Current,2022
2022-02-22,3.0,Malaysia,1,Associate,Other,,,,Current,2022
2022-03-15,2.0,Luxembourg,1,Associate,Audit–Assurance,-1,-1,-1,Current,2022
2022-03-15,5.0,Malaysia,1,Associate,Audit–Assurance,,,,Current,2022
2022-03-16,5.0,Russia,1,Senior Associate,Other,1,1,1,Current,2022
2021-10-18,5.0,Singapore,1,Intern,Other,,,,Current,2021
2022-02-03,3.0,United States,1,Associate,Audit–Assurance,-1,0,1,Current,2022
2022-03-17,5.0,Pakistan,0,,Audit–Assurance,,1,1,Former,2022
2022-03-18,5.0,India,1,Associate,Other,,,,Current,2022
2022-02-24,5.0,Singapore,0,Manager,Other,1,1,1,Former,2022
2022-02-05,5.0,Ireland,1,Intern,Other,,,,Current,2022
2022-02-25,5.0,India,1,,Risk,1,1,1,Current,2022
2022-03-08,5.0,Portugal,1,Associate,Audit–Assurance,1,1,1,Current,2022
2022-03-09,5.0,United States,1,Senior Associate,Other,,,,Current,2022
2022-03-21,3.0,Hungary,1,Senior Associate,Other,,1,0,Current,2022
2022-01-21,2.0,Switzerland,0,Associate,Audit–Assurance,-1,-1,,Former,2022
2022-02-28,5.0,United States,1,Partner,Other,1,1,,Current,2022
2022-03-10,5.0,India,1,Manager,Other,,1,1,Current,2022
2022-03-13,5.0,India,1,Associate,Other,,,,Current,2022
2022-03-01,4.0,United States,1,Associate,Audit–Assurance,1,1,1,Current,2022
2022-03-02,3.0,India,1,,Other,1,0,0,Current,2022
2022-02-20,3.0,Singapore,0,Associate,Other,,,,Former,2022
2022-02-21,4.0,United Kingdom,0,Manager,Other,,,,Former,2022
2022-03-04,3.0,United Kingdom,1,Manager,Other,,,,Current,2022
2022-02-11,4.0,Singapore,0,Manager,Audit–Assurance,,1,1,Former,2022
2022-01-25,4.0,United Kingdom,0,Senior Associate,Consulting–Advisory,1,1,1,Former,2022
2022-02-03,3.0,Taiwan,1,Associate,Other,-1,1,0,Current,2022
2022-02-22,4.0,Hungary,1,Senior Associate,Other,1,1,1,Current,2022
2022-03-17,5.0,United States,1,Senior Manager,Other,,,,Current,2022
2022-03-06,3.0,Malaysia,1,Senior Associate,Audit–Assurance,,,,Current,2022
2022-02-24,4.0,United Kingdom,1,Associate,Other,1,1,0,Current,2022
2021-12-18,4.0,United States,0,Senior Associate,Consulting–Advisory,,,,Former,2021
2022-01-20,4.0,Malaysia,1,Associate,Audit–Assurance,-1,1,0,Current,2022
2022-03-09,5.0,United States,1,,Other,1,1,1,Current,2022
2022-03-09,4.0,United States,1,Associate,Audit–Assurance,1,1,1,Current,2022
2022-03-10,4.0,United States,1,Senior Associate,Other,,,,Current,2022
2022-03-10,3.0,India,1,Manager,Tax,,1,1,Current,2022
2022-05-28,1.0,Oman,1,Senior Associate,Other,,,,Current,2022
2022-02-17,4.0,China,0,Manager,Other,1,,,Former,2022
2022-03-11,3.0,Other,1,Associate,Other,1,1,,Current,2022
2021-08-30,3.0,United States,1,Associate,Audit–Assurance,,1,,Current,2021
2022-02-19,3.0,Singapore,0,Senior Associate,Other,,,,Former,2022
2022-03-03,5.0,India,1,Associate,Support (HR/Ops/Finance),1,1,1,Current,2022
2022-02-10,3.0,United States,0,Associate,Audit–Assurance,-1,1,1,Former,2022
2022-03-16,4.0,Hong Kong,1,,Audit–Assurance,,1,1,Current,2022
2022-02-12,4.0,United States,0,,Other,1,1,1,Former,2022
2022-01-26,4.0,India,0,Manager,Other,,1,1,Former,2022
2022-03-17,4.0,United States,0,Associate,Other,,,,Former,2022
2022-03-18,3.0,United States,1,Associate,Tax,1,1,0,Current,2022
2022-03-06,5.0,United States,1,,Other,1,0,1,Current,2022
2022-03-07,4.0,Taiwan,0,Senior Associate,Other,,,,Former,2022
2022-01-10,4.0,India,1,Senior Associate,Other,,1,1,Current,2022
2022-05-20,1.0,United States,0,Senior Associate,Other,,,,Former,2022
2022-02-14,4.0,New Zealand,1,Senior Associate,Other,,,,Current,2022
2022-03-20,3.0,Philippines,1,Associate,Audit–Assurance,,,,Current,2022
2022-03-20,3.0,United Arab Emirates,1,Director,Other,1,0,0,Current,2022
2022-03-09,4.0,Hong Kong,1,Associate,Other,1,1,1,Current,2022
2022-03-09,3.0,Other,0,Senior Manager,Other,,,,Former,2022
2022-03-09,4.0,United Arab Emirates,1,Associate,Audit–Assurance,,1,1,Current,2022
2022-05-25,1.0,Hong Kong,1,Intern,Other,,,,Current,2022
2021-12-27,4.0,New Zealand,1,,Other,1,1,0,Current,2021
2022-02-16,4.0,Other,1,,Other,,,,Current,2022
2022-02-16,2.0,Australia,0,Associate,Other,-1,1,-1,Former,2022
2022-01-21,3.0,United States,0,Intern,Audit–Assurance,-1,-1,-1,Former,2022
2022-02-27,5.0,Ireland,0,,Other,,,,Former,2022
2022-02-28,5.0,Malaysia,0,Intern,Other,,,,Former,2022
2022-03-11,5.0,Nigeria,1,Associate,Audit–Assurance,,1,1,Current,2022
2022-03-11,5.0,Philippines,1,Associate,Audit–Assurance,1,1,1,Current,2022
2022-03-13,5.0,India,1,Senior Associate,Other,1,1,1,Current,2022
2022-03-02,4.0,Australia,1,Associate,Other,1,1,1,Current,2022
2022-03-02,4.0,India,1,,Other,1,1,,Current,2022
2022-03-02,4.0,Australia,0,Manager,Other,,,,Former,2022
2022-02-09,3.0,United States,0,Associate,Other,,,,Former,2022
2022-02-10,4.0,United States,1,Director,Tax,,,,Current,2022
2022-01-22,4.0,Kenya,1,,Other,,1,1,Current,2022
2022-02-21,5.0,Singapore,0,Senior Associate,Other,,,,Former,2022
2022-02-12,5.0,India,0,Senior Associate,Other,,1,,Former,2022
2022-02-12,4.0,Singapore,0,Intern,Deals–Transactions,1,,,Former,2022
2022-03-17,5.0,Hong Kong,1,Senior Associate,Other,,,,Current,2022
2022-03-17,3.0,Singapore,1,,Other,,,,Current,2022
2022-03-17,3.0,India,1,Senior Associate,Other,,,,Current,2022
2022-03-17,5.0,Other,1,Senior Associate,Other,1,1,1,Current,2022
2022-01-26,4.0,United States,1,Associate,Other,1,,1,Current,2022
2022-02-25,4.0,Nigeria,0,Intern,Consulting–Advisory,1,1,,Former,2022
2022-03-08,4.0,Singapore,1,Intern,Other,,,,Current,2022
2022-03-08,3.0,United Kingdom,1,,Other,,,,Current,2022
2021-12-05,4.0,United Kingdom,1,Senior Manager,Other,,1,1,Current,2021
2022-02-26,4.0,Malaysia,1,Senior Associate,Other,1,1,1,Current,2022
2022-03-09,4.0,Australia,1,Associate,Other,,,,Current,2022
2022-03-10,3.0,United States,1,Associate,Audit–Assurance,,,0,Current,2022
2022-02-09,5.0,Ireland,0,Associate,Other,1,1,1,Former,2022
2021-12-13,5.0,United States,1,Director,Other,1,1,1,Current,2021
2022-02-20,4.0,United Kingdom,1,,Other,,,,Current,2022
2022-03-14,4.0,Hong Kong,0,Senior Associate,Audit–Assurance,,1,1,Former,2022
2022-03-14,3.0,South Africa,1,Senior Associate,Other,1,-1,1,Current,2022
2021-11-04,1.0,United Kingdom,1,Senior Associate,Other,-1,-1,-1,Current,2021
2022-03-02,5.0,Malaysia,1,Associate,Other,1,1,1,Current,2022
2022-02-10,5.0,Malaysia,0,Intern,Other,1,0,0,Former,2022
2022-02-02,2.0,United Kingdom,1,Associate,Other,,-1,-1,Current,2022
2022-03-16,3.0,United States,0,Associate,Tax,,,,Former,2022
2022-03-16,4.0,Russia,1,Manager,Consulting–Advisory,,1,1,Current,2022
2022-03-05,5.0,India,1,Associate,Other,1,1,1,Current,2022
2022-02-12,5.0,Indonesia,1,,Other,1,1,1,Current,2022
2022-01-25,5.0,Indonesia,1,Senior Associate,Other,,1,0,Current,2022
2022-01-26,4.0,United States,1,Manager,Audit–Assurance,,1,-1,Current,2022
2022-03-18,4.0,United States,1,,Other,,,,Current,2022
2022-02-24,5.0,United States,1,Associate,Tax,,1,,Current,2022
2022-01-19,5.0,Chile,1,Senior Associate,Other,1,1,1,Current,2022
2022-02-05,5.0,United States,1,,Other,1,1,,Current,2022
2022-02-25,4.0,Sweden,1,Associate,Audit–Assurance,,,,Current,2022
2022-03-09,5.0,India,0,Associate,Other,,,,Former,2022
2021-12-19,4.0,United States,1,Manager,Other,,1,1,Current,2021
2022-03-10,5.0,Jordan,1,Manager,Audit–Assurance,,1,0,Current,2022
2022-03-11,4.0,Other,1,Senior Manager,Other,,,,Current,2022
2022-02-18,4.0,United States,1,,Other,,,,Current,2022
2021-07-31,3.0,United Kingdom,1,Associate,Audit–Assurance,1,1,1,Current,2021
2022-03-03,4.0,Ireland,1,Manager,Consulting–Advisory,1,1,1,Current,2022
2022-03-03,4.0,United States,1,Senior Associate,Other,,,,Current,2022
2022-03-05,2.0,China,1,Senior Associate,Other,,0,0,Current,2022
2022-03-06,4.0,United States,1,Senior Associate,Other,,,,Current,2022
2022-02-13,1.0,United States,1,Manager,Other,,1,-1,Current,2022
2022-02-16,5.0,South Africa,1,Director,Other,,1,1,Current,2022
2021-11-21,3.0,India,1,Senior Associate,Other,-1,-1,-1,Current,2021
2022-02-26,4.0,India,1,Associate,Other,,,,Current,2022
2022-02-27,3.0,Czechia,1,Associate,Other,,,,Current,2022
2022-03-09,4.0,Singapore,0,Intern,Other,,,,Former,2022
2022-03-09,4.0,Finland,0,Intern,Other,,,,Former,2022
2022-03-10,4.0,Switzerland,0,,Other,1,1,1,Former,2022
2022-02-08,4.0,Sweden,1,Manager,Tech–IT–Data,,1,0,Current,2022
2022-01-21,4.0,United Kingdom,1,Manager,Tax,1,1,1,Current,2022
2022-01-22,5.0,Ireland,0,,Other,,,,Former,2022
